layer,mode,auroc_mean,auroc_std,acc_mean,acc_std
0,last,0.5,0.0,0.6666666666666666,0.007022084070579068
1,last,0.9178969627066513,0.037124462029324595,0.8490950226244344,0.06156054597367149
2,last,0.9202312297468007,0.038232286595631416,0.8489441930618401,0.032974115984844406
3,last,0.9150497061569727,0.03621947934455392,0.8411010558069382,0.052995507394485025
4,last,0.915908167188444,0.03598655879089789,0.856787330316742,0.035328746338595285
5,last,0.9248635140330641,0.03631800082846598,0.8644796380090497,0.034253257513146985
6,last,0.9245109024001759,0.03665087196633105,0.8529411764705882,0.0392048076336954
7,last,0.9446745757126381,0.021851908948300632,0.864630467571644,0.03991857608594453
8,last,0.9477475696160818,0.017665655160454492,0.8722473604826545,0.030910310054486054
9,last,0.9477113198220465,0.01872781883294271,0.887707390648567,0.02205595500292792
10,last,0.9426275608282528,0.022239346677685786,0.8760180995475114,0.022928326080070373
11,last,0.9484022628659308,0.019093835471484893,0.891553544494721,0.02271550298838592
12,last,0.9497171417586643,0.01806812794967087,0.88763197586727,0.028345325499376812
13,last,0.9571346185533036,0.016275880286512286,0.88763197586727,0.03735202074850813
14,last,0.9579227769539187,0.01664703828781665,0.891553544494721,0.035517559845023236
15,last,0.9579233261932224,0.018043365841932228,0.887707390648567,0.02205595500292792
16,last,0.9588735101883892,0.014288397556560412,0.8838612368024134,0.02678339792858385
17,last,0.9554819574888779,0.015233821404933292,0.895475113122172,0.019059808503603937
18,last,0.9558472016257484,0.015683302489771185,0.8839366515837105,0.03159906334366318
19,last,0.9561657604218159,0.014148248215729969,0.8838612368024134,0.03173878355972885
20,last,0.9581930026912726,0.012565386496870784,0.887707390648567,0.03901240968808596
21,last,0.9578947657494371,0.013559222807755875,0.8877828054298643,0.027695404618543924
22,last,0.9625352886252541,0.010893275886246351,0.8953996983408749,0.022970703601619683
23,last,0.9834343933651892,0.004731428157064277,0.9303921568627451,0.02581081218779154
24,last,0.9817537210962817,0.006548026370155785,0.930316742081448,0.015051626586859618
25,last,0.9820508595595101,0.007540070303062224,0.930316742081448,0.015051626586859618
26,last,0.9867600373482727,0.008147195671262049,0.934238310708899,0.025866940180564006
27,last,0.9867787114845938,0.0074130504678184125,0.934238310708899,0.025866940180564006
28,last,0.9874323062558357,0.0083766411977343,0.9419306184012066,0.020933545824708924
