base_id,condition,hop_depth,error_type,final_correct,final_absurd,max_probe_score,mean_probe_score,fired_at_least_once,n_interventions
planning_budget_0002,baseline,4,constraint_violation,False,False,0.998205187567392,0.8066142845354293,True,0
planning_budget_0002,reprompt,4,constraint_violation,False,False,0.998205187567392,0.8066142845354293,True,3
planning_budget_0002,replace_prior,4,constraint_violation,False,False,0.7459239061216016,0.4292104707846823,True,1
planning_budget_0002,branch_and_pick,4,constraint_violation,False,False,0.9997779420998568,0.392884872348408,True,3
2hop_fractions_0039,baseline,2,wrong_percentage_base,False,False,0.9988684817253158,0.4996194137293444,True,0
2hop_fractions_0039,reprompt,2,wrong_percentage_base,False,False,0.9988684817253158,0.4996194137293444,True,1
2hop_fractions_0039,replace_prior,2,wrong_percentage_base,False,False,0.2394747318827988,0.1199225388080858,False,1
2hop_fractions_0039,branch_and_pick,2,wrong_percentage_base,False,False,0.9970994409838664,0.4987348933586197,True,1
2hop_fractions_0032,baseline,2,wrong_unit,False,False,0.9998539913776332,0.5009979660707838,True,0
2hop_fractions_0032,reprompt,2,wrong_unit,False,False,0.9998539913776332,0.5009979660707838,True,1
2hop_fractions_0032,replace_prior,2,wrong_unit,True,False,0.0021419407639344,0.0011245093685664,False,1
2hop_fractions_0032,branch_and_pick,2,wrong_unit,False,True,0.1099594471303422,0.0560506939471383,False,1
3hop_multi_stage_geometry_0006,baseline,3,wrong_operator,False,False,0.9999984973981076,0.944951644958464,True,0
3hop_multi_stage_geometry_0006,reprompt,3,wrong_operator,False,False,0.9999984973981076,0.944951644958464,True,3
3hop_multi_stage_geometry_0006,replace_prior,3,wrong_operator,False,False,0.8348600815459211,0.4818579588777871,True,1
3hop_multi_stage_geometry_0006,branch_and_pick,3,wrong_operator,False,False,0.9999980668933652,0.7018571706403135,True,3
4hop_multi_stage_allocation_0017,baseline,4,wrong_unit,False,False,0.9998978242615136,0.8739308419906757,True,0
4hop_multi_stage_allocation_0017,reprompt,4,wrong_unit,False,False,0.9998978242615136,0.8739308419906757,True,3
4hop_multi_stage_allocation_0017,replace_prior,4,wrong_unit,False,False,0.4964637810430796,0.1432496532591898,False,1
4hop_multi_stage_allocation_0017,branch_and_pick,4,wrong_unit,False,False,0.9998064543066018,0.8733113581744469,True,3
3hop_compound_rate_0007,baseline,3,wrong_unit,False,False,0.9987759258555904,0.6742489772262727,True,0
3hop_compound_rate_0007,reprompt,3,wrong_unit,False,False,0.9987759258555904,0.6742489772262727,True,2
3hop_compound_rate_0007,replace_prior,3,wrong_unit,False,False,0.2743730743397123,0.104017084841777,False,1
3hop_compound_rate_0007,branch_and_pick,3,wrong_unit,False,False,0.9936886891660398,0.5259705647596402,True,2
2hop_fractions_0005,baseline,2,off_by_one,False,False,0.999897392079994,0.501144426910987,True,0
2hop_fractions_0005,reprompt,2,off_by_one,False,False,0.999897392079994,0.501144426910987,True,1
2hop_fractions_0005,replace_prior,2,off_by_one,False,True,0.0023914617419801,0.0012345840967914,False,1
2hop_fractions_0005,branch_and_pick,2,off_by_one,False,True,0.995669603071808,0.4990305324068941,True,1
4hop_nested_fractions_0019,baseline,4,wrong_percentage_base,True,False,0.9991872306292744,0.8700255525802189,True,0
4hop_nested_fractions_0019,reprompt,4,wrong_percentage_base,False,False,0.9991872306292744,0.8700255525802189,True,3
4hop_nested_fractions_0019,replace_prior,4,wrong_percentage_base,True,False,0.6873521726229525,0.2709629231055321,False,1
4hop_nested_fractions_0019,branch_and_pick,4,wrong_percentage_base,True,False,0.9572829484547584,0.6633757959871515,True,3
2hop_rate_distance_0038,baseline,2,magnitude_error,False,False,0.999997558628712,0.9841508604144033,True,0
2hop_rate_distance_0038,reprompt,2,magnitude_error,False,False,0.999997558628712,0.9841508604144033,True,2
2hop_rate_distance_0038,replace_prior,2,magnitude_error,False,False,0.9683041622000944,0.8517853752989568,True,1
2hop_rate_distance_0038,branch_and_pick,2,magnitude_error,False,False,0.999988630736376,0.7621622845511202,True,2
3hop_percentage_chain_0047,baseline,3,wrong_unit,False,False,0.9991684767138976,0.6710559684694789,True,0
3hop_percentage_chain_0047,reprompt,3,wrong_unit,False,False,0.9991684767138976,0.6710559684694789,True,2
3hop_percentage_chain_0047,replace_prior,3,wrong_unit,False,False,0.016509998621642,0.0108126039959068,False,1
3hop_percentage_chain_0047,branch_and_pick,3,wrong_unit,True,True,0.9995273038595136,0.6599273565072834,True,2
3hop_compound_rate_0018,baseline,3,magnitude_error,False,False,0.9997314586994168,0.784918614715735,True,0
3hop_compound_rate_0018,reprompt,3,magnitude_error,False,False,0.9997314586994168,0.784918614715735,True,2
3hop_compound_rate_0018,replace_prior,3,magnitude_error,False,False,0.3654242455976976,0.1733074484755942,False,1
3hop_compound_rate_0018,branch_and_pick,3,magnitude_error,False,False,0.993224459316222,0.7632385907014001,True,2
3hop_percentage_chain_0015,baseline,3,off_by_one,True,False,0.99997734959705,0.667883007462411,True,0
3hop_percentage_chain_0015,reprompt,3,off_by_one,False,False,0.99997734959705,0.667883007462411,True,2
3hop_percentage_chain_0015,replace_prior,3,off_by_one,True,False,0.0109392578579196,0.0049184938553185,False,1
3hop_percentage_chain_0015,branch_and_pick,3,off_by_one,False,False,0.999970874451242,0.6675497528594668,True,2
3hop_percentage_chain_0004,baseline,3,wrong_percentage_base,True,False,0.9999189058416694,0.6721523964516987,True,0
3hop_percentage_chain_0004,reprompt,3,wrong_percentage_base,False,False,0.9999189058416694,0.6721523964516987,True,2
3hop_percentage_chain_0004,replace_prior,3,wrong_percentage_base,True,False,0.0332539419614497,0.0167334212470347,False,1
3hop_percentage_chain_0004,branch_and_pick,3,wrong_percentage_base,True,False,0.9999457518889344,0.6682527299955293,True,2
4hop_nested_fractions_0015,baseline,4,off_by_one,True,False,0.9983392165441394,0.8706905478125587,True,0
4hop_nested_fractions_0015,reprompt,4,off_by_one,True,False,0.9983392165441394,0.8706905478125587,True,3
4hop_nested_fractions_0015,replace_prior,4,off_by_one,True,True,0.8191847979388899,0.3539242133856967,True,1
4hop_nested_fractions_0015,branch_and_pick,4,off_by_one,True,False,0.8826936534105833,0.5411403764551284,True,3
2hop_fractions_0003,baseline,2,magnitude_error,False,False,0.9999926908818944,0.5021427605159817,True,0
2hop_fractions_0003,reprompt,2,magnitude_error,False,False,0.9999926908818944,0.5021427605159817,True,1
2hop_fractions_0003,replace_prior,2,magnitude_error,False,True,0.004292830150069,0.0024430397391783,False,1
2hop_fractions_0003,branch_and_pick,2,magnitude_error,False,False,0.9998761229562296,0.5020844765531494,True,1
4hop_compound_interest_0018,baseline,4,magnitude_error,False,False,0.999860703546872,0.6612365085785163,True,0
4hop_compound_interest_0018,reprompt,4,magnitude_error,False,False,0.999860703546872,0.6612365085785163,True,2
4hop_compound_interest_0018,replace_prior,4,magnitude_error,False,False,0.0669207201387739,0.0281209695267592,False,1
4hop_compound_interest_0018,branch_and_pick,4,magnitude_error,False,False,0.9995014481918008,0.6585523275803795,True,2
2hop_arithmetic_0015,baseline,2,off_by_one,False,True,0.9807512557389676,0.940716119338047,True,0
2hop_arithmetic_0015,reprompt,2,off_by_one,False,False,0.9807512557389676,0.940716119338047,True,2
2hop_arithmetic_0015,replace_prior,2,off_by_one,False,False,0.9006809829371263,0.8562724486614066,True,1
2hop_arithmetic_0015,branch_and_pick,2,off_by_one,False,True,0.7646039113534298,0.4431804150183233,True,2
3hop_compound_rate_0040,baseline,3,off_by_one,False,False,0.9999908275483124,0.958616594116058,True,0
3hop_compound_rate_0040,reprompt,3,off_by_one,False,False,0.9999908275483124,0.958616594116058,True,3
3hop_compound_rate_0040,replace_prior,3,off_by_one,False,False,0.8773307350059789,0.4056869854691214,True,1
3hop_compound_rate_0040,branch_and_pick,3,off_by_one,False,False,0.99980227254595,0.6967026006281385,True,3
2hop_rate_distance_0031,baseline,2,wrong_operator,False,False,0.9999994425216082,0.7567740448134201,True,0
2hop_rate_distance_0031,reprompt,2,wrong_operator,False,False,0.9999994425216082,0.7567740448134201,True,1
2hop_rate_distance_0031,replace_prior,2,wrong_operator,False,False,0.5135486471052321,0.3278098787048741,False,1
2hop_rate_distance_0031,branch_and_pick,2,wrong_operator,False,False,0.9999929538950542,0.7567708005001431,True,1
2hop_percentage_0009,baseline,2,wrong_percentage_base,False,False,0.9882687118494572,0.9722867424320238,True,0
2hop_percentage_0009,reprompt,2,wrong_percentage_base,False,False,0.9882687118494572,0.9722867424320238,True,2
2hop_percentage_0009,replace_prior,2,wrong_percentage_base,False,False,0.9563047730145904,0.9301870925363294,True,1
2hop_percentage_0009,branch_and_pick,2,wrong_percentage_base,False,False,0.8885811232651427,0.7688623538239309,True,2
3hop_compound_rate_0012,baseline,3,wrong_unit,False,False,0.9997559679595752,0.8485925773261019,True,0
3hop_compound_rate_0012,reprompt,3,wrong_unit,False,False,0.9997559679595752,0.8485925773261019,True,2
3hop_compound_rate_0012,replace_prior,3,wrong_unit,False,False,0.5579451432666541,0.2288125839769897,False,1
3hop_compound_rate_0012,branch_and_pick,3,wrong_unit,False,False,0.995705390440348,0.8262016513498865,True,2
2hop_counting_0009,baseline,2,wrong_percentage_base,False,False,0.9983942294044478,0.5967985538579148,True,0
2hop_counting_0009,reprompt,2,wrong_percentage_base,False,False,0.9983942294044478,0.5967985538579148,True,1
2hop_counting_0009,replace_prior,2,wrong_percentage_base,False,False,0.1952028783113817,0.1319314424274713,False,1
2hop_counting_0009,branch_and_pick,2,wrong_percentage_base,False,False,0.9554698167602323,0.5753363475358071,True,1
2hop_percentage_0025,baseline,2,off_by_one,False,False,0.9998307301431292,0.8627839037253414,True,0
2hop_percentage_0025,reprompt,2,off_by_one,False,False,0.9998307301431292,0.8627839037253414,True,1
2hop_percentage_0025,replace_prior,2,off_by_one,False,False,0.7257370773075537,0.5044431454356437,False,1
2hop_percentage_0025,branch_and_pick,2,off_by_one,False,False,0.9985356990701252,0.8621363881888395,True,1
4hop_nested_fractions_0000,baseline,4,off_by_one,True,False,0.9987023614598176,0.8700750218414209,True,0
4hop_nested_fractions_0000,reprompt,4,off_by_one,True,False,0.9987023614598176,0.8700750218414209,True,3
4hop_nested_fractions_0000,replace_prior,4,off_by_one,True,False,0.7565944773267244,0.2649282966658106,True,1
4hop_nested_fractions_0000,branch_and_pick,4,off_by_one,True,False,0.9304411020654768,0.6499580114250287,True,3
3hop_compound_rate_0030,baseline,3,off_by_one,False,False,0.9999896293113192,0.9492714376596072,True,0
