layer,mode,auroc_mean,auroc_std,acc_mean,acc_std
27,mean,0.9915241390673917,0.007663164539703476,0.9574660633484162,0.02258594010267574
28,mean,0.9918042511122096,0.008674208084040371,0.9574660633484162,0.02258594010267574
29,mean,0.9928225407810183,0.007753184960551027,0.96131221719457,0.024507599390356804
30,mean,0.993514033064206,0.006876489767728375,0.96131221719457,0.024507599390356804
31,mean,0.9931877849178887,0.006095498174613083,0.96131221719457,0.024507599390356804
32,mean,0.9918432471027627,0.006976025973316412,0.96131221719457,0.024507599390356804
33,mean,0.9931784478497281,0.007193537100349053,0.96131221719457,0.024507599390356804
34,mean,0.993514033064206,0.006876489767728369,0.9574660633484162,0.02258594010267574
35,mean,0.9941961882792333,0.006165514810180239,0.9574660633484162,0.02258594010267574
36,mean,0.9941769649036084,0.0070588789146704975,0.9535444947209653,0.02644619073071668
37,mean,0.9931487889273356,0.008403338082605707,0.9574660633484162,0.02258594010267574
38,mean,0.9928225407810183,0.008039361409544574,0.9574660633484162,0.02258594010267574
39,mean,0.9918037018729061,0.00897952269649389,0.9535444947209653,0.02644619073071668
40,mean,0.9924765200197726,0.00863196371645337,0.9496983408748114,0.02906904785917732
41,mean,0.9907952985115616,0.00916444651860141,0.9535444947209653,0.02644619073071668
42,mean,0.992812654473554,0.008289867770460726,0.9496983408748114,0.02906904785917732
43,mean,0.9924759707804691,0.008811455647418195,0.9496983408748114,0.02906904785917732
44,mean,0.993840830449827,0.0071333390788510306,0.9535444947209653,0.03154772562850013
45,mean,0.9938507167572912,0.006423331089138075,0.9496983408748114,0.02906904785917732
46,mean,0.9935145823035096,0.006400527085128388,0.96131221719457,0.02735966779697912
47,mean,0.9938704893722194,0.005488102899639932,0.96131221719457,0.02735966779697912
48,mean,0.9938606030647552,0.0058275904155733575,0.96131221719457,0.02735966779697912
