layer,mode,auroc_mean,auroc_std,acc_mean,acc_std
50,mean,0.9975778546712804,0.004844290657439476,0.9767722473604825,0.014554466653301679
51,mean,0.9975778546712804,0.004844290657439476,0.9767722473604825,0.014554466653301679
52,mean,0.9975778546712804,0.004844290657439476,0.9767722473604825,0.014554466653301679
53,mean,0.996885813148789,0.006228373702422151,0.9767722473604825,0.014554466653301679
54,mean,0.996885813148789,0.006228373702422151,0.9767722473604825,0.014554466653301679
55,mean,0.9972318339100346,0.005536332179930792,0.9767722473604825,0.014554466653301679
56,mean,0.9972318339100346,0.005536332179930792,0.9767722473604825,0.014554466653301679
57,mean,0.9965397923875432,0.0069204152249135115,0.9767722473604825,0.014554466653301679
58,mean,0.995847750865052,0.008304498269896187,0.9767722473604825,0.014554466653301679
59,mean,0.9955017301038062,0.008996539792387548,0.9767722473604825,0.014554466653301679
60,mean,0.9972318339100346,0.005536332179930792,0.9767722473604825,0.014554466653301679
61,mean,0.996885813148789,0.006228373702422151,0.9767722473604825,0.014554466653301679
62,mean,0.996885813148789,0.006228373702422151,0.9767722473604825,0.014554466653301679
63,mean,0.9982698961937716,0.0034602076124567557,0.9806184012066363,0.01240246464754107
64,mean,0.9986159169550174,0.00276816608996544,0.9806184012066363,0.01240246464754107
