signal,name,auroc_detection,auroc_failure
logprob_uncertainty,Logprob Uncertainty,0.3406909140075717,0.5
peak_entropy,Peak Entropy,0.3041846944294213,0.5
mean_vocab_gap,Vocab Gap (mean),0.650689561925365,0.5
